drink_name,category,brand,price_usd,alcohol_level_abv,taste_node,availability_score,place_type
Gin 3771,spirits/cocktails,Moet & Chandon,45.5,30.0,Citrusy / Sour,High,global
Gin 3772,spirits/cocktails,La Marca,46.25,31.0,Herbal / Floral,Medium,global
Scotch 3773,spirits/cocktails,Barefoot,47.0,32.0,Smoky,High,global
Cognac 3774,wine,Robert Mondavi,47.75,33.0,Rich / Fruity,High,global
Vodka 3775,spirits/cocktails,Kim Crawford,48.5,34.0,Dry / Crisp,Medium,global
Aged Bourbon 3776,spirits/cocktails,Crown Royal,49.25,35.0,Nutty / Woody,High,global
Bourbon 3777,spirits/cocktails,Buffalo Trace,50.0,36.0,Sweet,High,global
Rye Whiskey 3778,spirits/cocktails,Bulleit,50.75,37.0,Spicy,Medium,global
Gin 3779,spirits/cocktails,Captain Morgan,51.5,38.0,Citrusy / Sour,High,global
Gin 3780,spirits/cocktails,Don Julio,52.25,39.0,Herbal / Floral,High,global
Scotch 3781,spirits/cocktails,Jameson,53.0,5.0,Smoky,Medium,global
Cognac 3782,wine,Jack Daniel's,53.75,6.0,Rich / Fruity,High,global
Vodka 3783,spirits/cocktails,Johnnie Walker,54.5,7.0,Dry / Crisp,High,global
Aged Bourbon 3784,spirits/cocktails,Glenfiddich,55.25,8.0,Nutty / Woody,Medium,global
Bourbon 3785,spirits/cocktails,Gordon's,56.0,9.0,Sweet,High,global
Rye Whiskey 3786,spirits/cocktails,Tanqueray,56.75,10.0,Spicy,High,global
Gin 3787,spirits/cocktails,Bacardi,57.5,11.0,Citrusy / Sour,Medium,global
Gin 3788,spirits/cocktails,Patron,58.25,12.0,Herbal / Floral,High,global
Scotch 3789,spirits/cocktails,Absolut,59.0,13.0,Smoky,High,global
Cognac 3790,wine,Smirnoff,59.75,14.0,Rich / Fruity,Medium,global
Vodka 3791,spirits/cocktails,Moet & Chandon,60.5,15.0,Dry / Crisp,High,global
Aged Bourbon 3792,spirits/cocktails,La Marca,61.25,16.0,Nutty / Woody,High,global
Bourbon 3793,spirits/cocktails,Barefoot,62.0,17.0,Sweet,Medium,global
Rye Whiskey 3794,spirits/cocktails,Robert Mondavi,62.75,18.0,Spicy,High,global
Gin 3795,spirits/cocktails,Kim Crawford,63.5,19.0,Citrusy / Sour,High,global
Gin 3796,spirits/cocktails,Crown Royal,64.25,20.0,Herbal / Floral,Medium,global
Scotch 3797,spirits/cocktails,Buffalo Trace,65.0,21.0,Smoky,High,global
Cognac 3798,wine,Bulleit,65.75,22.0,Rich / Fruity,High,global
Vodka 3799,spirits/cocktails,Captain Morgan,66.5,23.0,Dry / Crisp,Medium,global
Aged Bourbon 3800,spirits/cocktails,Don Julio,67.25,24.0,Nutty / Woody,High,global
Bourbon 3801,spirits/cocktails,Jameson,68.0,25.0,Sweet,High,global
Rye Whiskey 3802,spirits/cocktails,Jack Daniel's,68.75,26.0,Spicy,Medium,global
Gin 3803,spirits/cocktails,Johnnie Walker,69.5,27.0,Citrusy / Sour,High,global
Gin 3804,spirits/cocktails,Glenfiddich,70.25,28.0,Herbal / Floral,High,global
Scotch 3805,spirits/cocktails,Gordon's,71.0,29.0,Smoky,Medium,global
Cognac 3806,wine,Tanqueray,71.75,30.0,Rich / Fruity,High,global
Vodka 3807,spirits/cocktails,Bacardi,72.5,31.0,Dry / Crisp,High,global
Aged Bourbon 3808,spirits/cocktails,Patron,73.25,32.0,Nutty / Woody,Medium,global
Bourbon 3809,spirits/cocktails,Absolut,74.0,33.0,Sweet,High,global
Rye Whiskey 3810,spirits/cocktails,Smirnoff,74.75,34.0,Spicy,High,global
Gin 3811,spirits/cocktails,Moet & Chandon,75.5,35.0,Citrusy / Sour,Medium,global
Gin 3812,spirits/cocktails,La Marca,76.25,36.0,Herbal / Floral,High,global
Scotch 3813,spirits/cocktails,Barefoot,77.0,37.0,Smoky,High,global
Cognac 3814,wine,Robert Mondavi,77.75,38.0,Rich / Fruity,Medium,global
Vodka 3815,spirits/cocktails,Kim Crawford,78.5,39.0,Dry / Crisp,High,global
Aged Bourbon 3816,spirits/cocktails,Crown Royal,79.25,5.0,Nutty / Woody,High,global
Bourbon 3817,spirits/cocktails,Buffalo Trace,80.0,6.0,Sweet,Medium,global
Rye Whiskey 3818,spirits/cocktails,Bulleit,80.75,7.0,Spicy,High,global
Gin 3819,spirits/cocktails,Captain Morgan,81.5,8.0,Citrusy / Sour,High,global
Gin 3820,spirits/cocktails,Don Julio,82.25,9.0,Herbal / Floral,Medium,global
Scotch 3821,spirits/cocktails,Jameson,83.0,10.0,Smoky,High,global
Cognac 3822,wine,Jack Daniel's,83.75,11.0,Rich / Fruity,High,global
Vodka 3823,spirits/cocktails,Johnnie Walker,84.5,12.0,Dry / Crisp,Medium,global
Aged Bourbon 3824,spirits/cocktails,Glenfiddich,85.25,13.0,Nutty / Woody,High,global
Bourbon 3825,spirits/cocktails,Gordon's,86.0,14.0,Sweet,High,global
Rye Whiskey 3826,spirits/cocktails,Tanqueray,86.75,15.0,Spicy,Medium,global
Gin 3827,spirits/cocktails,Bacardi,87.5,16.0,Citrusy / Sour,High,global
Gin 3828,spirits/cocktails,Patron,88.25,17.0,Herbal / Floral,High,global
Scotch 3829,spirits/cocktails,Absolut,89.0,18.0,Smoky,Medium,global
Cognac 3830,wine,Smirnoff,89.75,19.0,Rich / Fruity,High,global
Vodka 3831,spirits/cocktails,Moet & Chandon,90.5,20.0,Dry / Crisp,High,global
Aged Bourbon 3832,spirits/cocktails,La Marca,91.25,21.0,Nutty / Woody,Medium,global
Bourbon 3833,spirits/cocktails,Barefoot,92.0,22.0,Sweet,High,global
Rye Whiskey 3834,spirits/cocktails,Robert Mondavi,92.75,23.0,Spicy,High,global
Gin 3835,spirits/cocktails,Kim Crawford,93.5,24.0,Citrusy / Sour,Medium,global
Gin 3836,spirits/cocktails,Crown Royal,94.25,25.0,Herbal / Floral,High,global
Scotch 3837,spirits/cocktails,Buffalo Trace,95.0,26.0,Smoky,High,global
Cognac 3838,wine,Bulleit,95.75,27.0,Rich / Fruity,Medium,global
Vodka 3839,spirits/cocktails,Captain Morgan,96.5,28.0,Dry / Crisp,High,global
Aged Bourbon 3840,spirits/cocktails,Don Julio,97.25,29.0,Nutty / Woody,High,global
Bourbon 3841,spirits/cocktails,Jameson,8.0,30.0,Sweet,Medium,global
Rye Whiskey 3842,spirits/cocktails,Jack Daniel's,8.75,31.0,Spicy,High,global
Gin 3843,spirits/cocktails,Johnnie Walker,9.5,32.0,Citrusy / Sour,High,global
Gin 3844,spirits/cocktails,Glenfiddich,10.25,33.0,Herbal / Floral,Medium,global
Scotch 3845,spirits/cocktails,Gordon's,11.0,34.0,Smoky,High,global
Cognac 3846,wine,Tanqueray,11.75,35.0,Rich / Fruity,High,global
Vodka 3847,spirits/cocktails,Bacardi,12.5,36.0,Dry / Crisp,Medium,global
Aged Bourbon 3848,spirits/cocktails,Patron,13.25,37.0,Nutty / Woody,High,global
Bourbon 3849,spirits/cocktails,Absolut,14.0,38.0,Sweet,High,global
Rye Whiskey 3850,spirits/cocktails,Smirnoff,14.75,39.0,Spicy,Medium,global
Gin 3851,spirits/cocktails,Moet & Chandon,15.5,5.0,Citrusy / Sour,High,global
Gin 3852,spirits/cocktails,La Marca,16.25,6.0,Herbal / Floral,High,global
Scotch 3853,spirits/cocktails,Barefoot,17.0,7.0,Smoky,Medium,global
Cognac 3854,wine,Robert Mondavi,17.75,8.0,Rich / Fruity,High,global
Vodka 3855,spirits/cocktails,Kim Crawford,18.5,9.0,Dry / Crisp,High,global
Aged Bourbon 3856,spirits/cocktails,Crown Royal,19.25,10.0,Nutty / Woody,Medium,global
Bourbon 3857,spirits/cocktails,Buffalo Trace,20.0,11.0,Sweet,High,global
Rye Whiskey 3858,spirits/cocktails,Bulleit,20.75,12.0,Spicy,High,global
Gin 3859,spirits/cocktails,Captain Morgan,21.5,13.0,Citrusy / Sour,Medium,global
Gin 3860,spirits/cocktails,Don Julio,22.25,14.0,Herbal / Floral,High,global
Scotch 3861,spirits/cocktails,Jameson,23.0,15.0,Smoky,High,global
Cognac 3862,wine,Jack Daniel's,23.75,16.0,Rich / Fruity,Medium,global
Vodka 3863,spirits/cocktails,Johnnie Walker,24.5,17.0,Dry / Crisp,High,global
Aged Bourbon 3864,spirits/cocktails,Glenfiddich,25.25,18.0,Nutty / Woody,High,global
Bourbon 3865,spirits/cocktails,Gordon's,26.0,19.0,Sweet,Medium,global
Rye Whiskey 3866,spirits/cocktails,Tanqueray,26.75,20.0,Spicy,High,global
Gin 3867,spirits/cocktails,Bacardi,27.5,21.0,Citrusy / Sour,High,global
Gin 3868,spirits/cocktails,Patron,28.25,22.0,Herbal / Floral,Medium,global
Scotch 3869,spirits/cocktails,Absolut,29.0,23.0,Smoky,High,global
Cognac 3870,wine,Smirnoff,29.75,24.0,Rich / Fruity,High,global
Vodka 3871,spirits/cocktails,Moet & Chandon,30.5,25.0,Dry / Crisp,Medium,global
Aged Bourbon 3872,spirits/cocktails,La Marca,31.25,26.0,Nutty / Woody,High,global
Bourbon 3873,spirits/cocktails,Barefoot,32.0,27.0,Sweet,High,global
Rye Whiskey 3874,spirits/cocktails,Robert Mondavi,32.75,28.0,Spicy,Medium,global
Gin 3875,spirits/cocktails,Kim Crawford,33.5,29.0,Citrusy / Sour,High,global
Gin 3876,spirits/cocktails,Crown Royal,34.25,30.0,Herbal / Floral,High,global
Scotch 3877,spirits/cocktails,Buffalo Trace,35.0,31.0,Smoky,Medium,global
Cognac 3878,wine,Bulleit,35.75,32.0,Rich / Fruity,High,global
Vodka 3879,spirits/cocktails,Captain Morgan,36.5,33.0,Dry / Crisp,High,global
Aged Bourbon 3880,spirits/cocktails,Don Julio,37.25,34.0,Nutty / Woody,Medium,global
Bourbon 3881,spirits/cocktails,Jameson,38.0,35.0,Sweet,High,global
Rye Whiskey 3882,spirits/cocktails,Jack Daniel's,38.75,36.0,Spicy,High,global
Gin 3883,spirits/cocktails,Johnnie Walker,39.5,37.0,Citrusy / Sour,Medium,global
Gin 3884,spirits/cocktails,Glenfiddich,40.25,38.0,Herbal / Floral,High,global
Scotch 3885,spirits/cocktails,Gordon's,41.0,39.0,Smoky,High,global
Cognac 3886,wine,Tanqueray,41.75,5.0,Rich / Fruity,Medium,global
Vodka 3887,spirits/cocktails,Bacardi,42.5,6.0,Dry / Crisp,High,global
Aged Bourbon 3888,spirits/cocktails,Patron,43.25,7.0,Nutty / Woody,High,global
Bourbon 3889,spirits/cocktails,Absolut,44.0,8.0,Sweet,Medium,global
Rye Whiskey 3890,spirits/cocktails,Smirnoff,44.75,9.0,Spicy,High,global
Gin 3891,spirits/cocktails,Moet & Chandon,45.5,10.0,Citrusy / Sour,High,global
Gin 3892,spirits/cocktails,La Marca,46.25,11.0,Herbal / Floral,Medium,global
Scotch 3893,spirits/cocktails,Barefoot,47.0,12.0,Smoky,High,global
Cognac 3894,wine,Robert Mondavi,47.75,13.0,Rich / Fruity,High,global
Vodka 3895,spirits/cocktails,Kim Crawford,48.5,14.0,Dry / Crisp,Medium,global
Aged Bourbon 3896,spirits/cocktails,Crown Royal,49.25,15.0,Nutty / Woody,High,global
Bourbon 3897,spirits/cocktails,Buffalo Trace,50.0,16.0,Sweet,High,global
Rye Whiskey 3898,spirits/cocktails,Bulleit,50.75,17.0,Spicy,Medium,global
Gin 3899,spirits/cocktails,Captain Morgan,51.5,18.0,Citrusy / Sour,High,global
Gin 3900,spirits/cocktails,Don Julio,52.25,19.0,Herbal / Floral,High,global
Scotch 3901,spirits/cocktails,Jameson,53.0,20.0,Smoky,Medium,global
Cognac 3902,wine,Jack Daniel's,53.75,21.0,Rich / Fruity,High,global
Vodka 3903,spirits/cocktails,Johnnie Walker,54.5,22.0,Dry / Crisp,High,global
Aged Bourbon 3904,spirits/cocktails,Glenfiddich,55.25,23.0,Nutty / Woody,Medium,global
Bourbon 3905,spirits/cocktails,Gordon's,56.0,24.0,Sweet,High,global
Rye Whiskey 3906,spirits/cocktails,Tanqueray,56.75,25.0,Spicy,High,global
Gin 3907,spirits/cocktails,Bacardi,57.5,26.0,Citrusy / Sour,Medium,global
Gin 3908,spirits/cocktails,Patron,58.25,27.0,Herbal / Floral,High,global
Scotch 3909,spirits/cocktails,Absolut,59.0,28.0,Smoky,High,global
Cognac 3910,wine,Smirnoff,59.75,29.0,Rich / Fruity,Medium,global
Vodka 3911,spirits/cocktails,Moet & Chandon,60.5,30.0,Dry / Crisp,High,global
Aged Bourbon 3912,spirits/cocktails,La Marca,61.25,31.0,Nutty / Woody,High,global
Bourbon 3913,spirits/cocktails,Barefoot,62.0,32.0,Sweet,Medium,global
Rye Whiskey 3914,spirits/cocktails,Robert Mondavi,62.75,33.0,Spicy,High,global
Gin 3915,spirits/cocktails,Kim Crawford,63.5,34.0,Citrusy / Sour,High,global
Gin 3916,spirits/cocktails,Crown Royal,64.25,35.0,Herbal / Floral,Medium,global
Scotch 3917,spirits/cocktails,Buffalo Trace,65.0,36.0,Smoky,High,global
Cognac 3918,wine,Bulleit,65.75,37.0,Rich / Fruity,High,global
Vodka 3919,spirits/cocktails,Captain Morgan,66.5,38.0,Dry / Crisp,Medium,global
Aged Bourbon 3920,spirits/cocktails,Don Julio,67.25,39.0,Nutty / Woody,High,global
Bourbon 3921,spirits/cocktails,Jameson,68.0,5.0,Sweet,High,global
Rye Whiskey 3922,spirits/cocktails,Jack Daniel's,68.75,6.0,Spicy,Medium,global
Gin 3923,spirits/cocktails,Johnnie Walker,69.5,7.0,Citrusy / Sour,High,global
Gin 3924,spirits/cocktails,Glenfiddich,70.25,8.0,Herbal / Floral,High,global
Scotch 3925,spirits/cocktails,Gordon's,71.0,9.0,Smoky,Medium,global
Cognac 3926,wine,Tanqueray,71.75,10.0,Rich / Fruity,High,global
Vodka 3927,spirits/cocktails,Bacardi,72.5,11.0,Dry / Crisp,High,global
Aged Bourbon 3928,spirits/cocktails,Patron,73.25,12.0,Nutty / Woody,Medium,global
Bourbon 3929,spirits/cocktails,Absolut,74.0,13.0,Sweet,High,global
Rye Whiskey 3930,spirits/cocktails,Smirnoff,74.75,14.0,Spicy,High,global
Gin 3931,spirits/cocktails,Moet & Chandon,75.5,15.0,Citrusy / Sour,Medium,global
Gin 3932,spirits/cocktails,La Marca,76.25,16.0,Herbal / Floral,High,global
Scotch 3933,spirits/cocktails,Barefoot,77.0,17.0,Smoky,High,global
Cognac 3934,wine,Robert Mondavi,77.75,18.0,Rich / Fruity,Medium,global
Vodka 3935,spirits/cocktails,Kim Crawford,78.5,19.0,Dry / Crisp,High,global
Aged Bourbon 3936,spirits/cocktails,Crown Royal,79.25,20.0,Nutty / Woody,High,global
Bourbon 3937,spirits/cocktails,Buffalo Trace,80.0,21.0,Sweet,Medium,global
Rye Whiskey 3938,spirits/cocktails,Bulleit,80.75,22.0,Spicy,High,global
Gin 3939,spirits/cocktails,Captain Morgan,81.5,23.0,Citrusy / Sour,High,global
Gin 3940,spirits/cocktails,Don Julio,82.25,24.0,Herbal / Floral,Medium,global
Scotch 3941,spirits/cocktails,Jameson,83.0,25.0,Smoky,High,global
Cognac 3942,wine,Jack Daniel's,83.75,26.0,Rich / Fruity,High,global
Vodka 3943,spirits/cocktails,Johnnie Walker,84.5,27.0,Dry / Crisp,Medium,global
Aged Bourbon 3944,spirits/cocktails,Glenfiddich,85.25,28.0,Nutty / Woody,High,global
Bourbon 3945,spirits/cocktails,Gordon's,86.0,29.0,Sweet,High,global
Rye Whiskey 3946,spirits/cocktails,Tanqueray,86.75,30.0,Spicy,Medium,global
Gin 3947,spirits/cocktails,Bacardi,87.5,31.0,Citrusy / Sour,High,global
Gin 3948,spirits/cocktails,Patron,88.25,32.0,Herbal / Floral,High,global
Scotch 3949,spirits/cocktails,Absolut,89.0,33.0,Smoky,Medium,global
Cognac 3950,wine,Smirnoff,89.75,34.0,Rich / Fruity,High,global
Vodka 3951,spirits/cocktails,Moet & Chandon,90.5,35.0,Dry / Crisp,High,global
Aged Bourbon 3952,spirits/cocktails,La Marca,91.25,36.0,Nutty / Woody,Medium,global
Bourbon 3953,spirits/cocktails,Barefoot,92.0,37.0,Sweet,High,global
Rye Whiskey 3954,spirits/cocktails,Robert Mondavi,92.75,38.0,Spicy,High,global
Gin 3955,spirits/cocktails,Kim Crawford,93.5,39.0,Citrusy / Sour,Medium,global
Gin 3956,spirits/cocktails,Crown Royal,94.25,5.0,Herbal / Floral,High,global
Scotch 3957,spirits/cocktails,Buffalo Trace,95.0,6.0,Smoky,High,global
Cognac 3958,wine,Bulleit,95.75,7.0,Rich / Fruity,Medium,global
Vodka 3959,spirits/cocktails,Captain Morgan,96.5,8.0,Dry / Crisp,High,global
Aged Bourbon 3960,spirits/cocktails,Don Julio,97.25,9.0,Nutty / Woody,High,global
Bourbon 3961,spirits/cocktails,Jameson,8.0,10.0,Sweet,Medium,global
Rye Whiskey 3962,spirits/cocktails,Jack Daniel's,8.75,11.0,Spicy,High,global
Gin 3963,spirits/cocktails,Johnnie Walker,9.5,12.0,Citrusy / Sour,High,global
Gin 3964,spirits/cocktails,Glenfiddich,10.25,13.0,Herbal / Floral,Medium,global
Scotch 3965,spirits/cocktails,Gordon's,11.0,14.0,Smoky,High,global
Cognac 3966,wine,Tanqueray,11.75,15.0,Rich / Fruity,High,global
Vodka 3967,spirits/cocktails,Bacardi,12.5,16.0,Dry / Crisp,Medium,global
Aged Bourbon 3968,spirits/cocktails,Patron,13.25,17.0,Nutty / Woody,High,global
Bourbon 3969,spirits/cocktails,Absolut,14.0,18.0,Sweet,High,global
Rye Whiskey 3970,spirits/cocktails,Smirnoff,14.75,19.0,Spicy,Medium,global
Gin 3971,spirits/cocktails,Moet & Chandon,15.5,20.0,Citrusy / Sour,High,global
Gin 3972,spirits/cocktails,La Marca,16.25,21.0,Herbal / Floral,High,global
Scotch 3973,spirits/cocktails,Barefoot,17.0,22.0,Smoky,Medium,global
Cognac 3974,wine,Robert Mondavi,17.75,23.0,Rich / Fruity,High,global
Vodka 3975,spirits/cocktails,Kim Crawford,18.5,24.0,Dry / Crisp,High,global
Aged Bourbon 3976,spirits/cocktails,Crown Royal,19.25,25.0,Nutty / Woody,Medium,global
Bourbon 3977,spirits/cocktails,Buffalo Trace,20.0,26.0,Sweet,High,global
Rye Whiskey 3978,spirits/cocktails,Bulleit,20.75,27.0,Spicy,High,global
Gin 3979,spirits/cocktails,Captain Morgan,21.5,28.0,Citrusy / Sour,Medium,global
Gin 3980,spirits/cocktails,Don Julio,22.25,29.0,Herbal / Floral,High,global
Scotch 3981,spirits/cocktails,Jameson,23.0,30.0,Smoky,High,global
Cognac 3982,wine,Jack Daniel's,23.75,31.0,Rich / Fruity,Medium,global
Vodka 3983,spirits/cocktails,Johnnie Walker,24.5,32.0,Dry / Crisp,High,global
Aged Bourbon 3984,spirits/cocktails,Glenfiddich,25.25,33.0,Nutty / Woody,High,global
Bourbon 3985,spirits/cocktails,Gordon's,26.0,34.0,Sweet,Medium,global
Rye Whiskey 3986,spirits/cocktails,Tanqueray,26.75,35.0,Spicy,High,global
Gin 3987,spirits/cocktails,Bacardi,27.5,36.0,Citrusy / Sour,High,global
Gin 3988,spirits/cocktails,Patron,28.25,37.0,Herbal / Floral,Medium,global
Scotch 3989,spirits/cocktails,Absolut,29.0,38.0,Smoky,High,global
Cognac 3990,wine,Smirnoff,29.75,39.0,Rich / Fruity,High,global
Vodka 3991,spirits/cocktails,Moet & Chandon,30.5,5.0,Dry / Crisp,Medium,global
Aged Bourbon 3992,spirits/cocktails,La Marca,31.25,6.0,Nutty / Woody,High,global
Bourbon 3993,spirits/cocktails,Barefoot,32.0,7.0,Sweet,High,global
Rye Whiskey 3994,spirits/cocktails,Robert Mondavi,32.75,8.0,Spicy,Medium,global
Gin 3995,spirits/cocktails,Kim Crawford,33.5,9.0,Citrusy / Sour,High,global
Gin 3996,spirits/cocktails,Crown Royal,34.25,10.0,Herbal / Floral,High,global
Scotch 3997,spirits/cocktails,Buffalo Trace,35.0,11.0,Smoky,Medium,global
Cognac 3998,wine,Bulleit,35.75,12.0,Rich / Fruity,High,global
Vodka 3999,spirits/cocktails,Captain Morgan,36.5,13.0,Dry / Crisp,High,global
Aged Bourbon 4000,spirits/cocktails,Don Julio,37.25,14.0,Nutty / Woody,Medium,global
Bourbon 4001,spirits/cocktails,Jameson,38.0,15.0,Sweet,High,global
Rye Whiskey 4002,spirits/cocktails,Jack Daniel's,38.75,16.0,Spicy,High,global
Gin 4003,spirits/cocktails,Johnnie Walker,39.5,17.0,Citrusy / Sour,Medium,global
Gin 4004,spirits/cocktails,Glenfiddich,40.25,18.0,Herbal / Floral,High,global
Scotch 4005,spirits/cocktails,Gordon's,41.0,19.0,Smoky,High,global
Cognac 4006,wine,Tanqueray,41.75,20.0,Rich / Fruity,Medium,global
Vodka 4007,spirits/cocktails,Bacardi,42.5,21.0,Dry / Crisp,High,global
Aged Bourbon 4008,spirits/cocktails,Patron,43.25,22.0,Nutty / Woody,High,global
Bourbon 4009,spirits/cocktails,Absolut,44.0,23.0,Sweet,Medium,global
Rye Whiskey 4010,spirits/cocktails,Smirnoff,44.75,24.0,Spicy,High,global
Gin 4011,spirits/cocktails,Moet & Chandon,45.5,25.0,Citrusy / Sour,High,global
Gin 4012,spirits/cocktails,La Marca,46.25,26.0,Herbal / Floral,Medium,global
Scotch 4013,spirits/cocktails,Barefoot,47.0,27.0,Smoky,High,global
Cognac 4014,wine,Robert Mondavi,47.75,28.0,Rich / Fruity,High,global
Vodka 4015,spirits/cocktails,Kim Crawford,48.5,29.0,Dry / Crisp,Medium,global
Aged Bourbon 4016,spirits/cocktails,Crown Royal,49.25,30.0,Nutty / Woody,High,global
Bourbon 4017,spirits/cocktails,Buffalo Trace,50.0,31.0,Sweet,High,global
Rye Whiskey 4018,spirits/cocktails,Bulleit,50.75,32.0,Spicy,Medium,global
Gin 4019,spirits/cocktails,Captain Morgan,51.5,33.0,Citrusy / Sour,High,global
Gin 4020,spirits/cocktails,Don Julio,52.25,34.0,Herbal / Floral,High,global
Scotch 4021,spirits/cocktails,Jameson,53.0,35.0,Smoky,Medium,global
Cognac 4022,wine,Jack Daniel's,53.75,36.0,Rich / Fruity,High,global
Vodka 4023,spirits/cocktails,Johnnie Walker,54.5,37.0,Dry / Crisp,High,global
Aged Bourbon 4024,spirits/cocktails,Glenfiddich,55.25,38.0,Nutty / Woody,Medium,global
Bourbon 4025,spirits/cocktails,Gordon's,56.0,39.0,Sweet,High,global
Rye Whiskey 4026,spirits/cocktails,Tanqueray,56.75,5.0,Spicy,High,global
Gin 4027,spirits/cocktails,Bacardi,57.5,6.0,Citrusy / Sour,Medium,global
Gin 4028,spirits/cocktails,Patron,58.25,7.0,Herbal / Floral,High,global
Scotch 4029,spirits/cocktails,Absolut,59.0,8.0,Smoky,High,global
Cognac 4030,wine,Smirnoff,59.75,9.0,Rich / Fruity,Medium,global
Vodka 4031,spirits/cocktails,Moet & Chandon,60.5,10.0,Dry / Crisp,High,global
Aged Bourbon 4032,spirits/cocktails,La Marca,61.25,11.0,Nutty / Woody,High,global
Bourbon 4033,spirits/cocktails,Barefoot,62.0,12.0,Sweet,Medium,global
Rye Whiskey 4034,spirits/cocktails,Robert Mondavi,62.75,13.0,Spicy,High,global
Gin 4035,spirits/cocktails,Kim Crawford,63.5,14.0,Citrusy / Sour,High,global
Gin 4036,spirits/cocktails,Crown Royal,64.25,15.0,Herbal / Floral,Medium,global
Scotch 4037,spirits/cocktails,Buffalo Trace,65.0,16.0,Smoky,High,global
Cognac 4038,wine,Bulleit,65.75,17.0,Rich / Fruity,High,global
Vodka 4039,spirits/cocktails,Captain Morgan,66.5,18.0,Dry / Crisp,Medium,global
Aged Bourbon 4040,spirits/cocktails,Don Julio,67.25,19.0,Nutty / Woody,High,global
Bourbon 4041,spirits/cocktails,Jameson,68.0,20.0,Sweet,High,global
Rye Whiskey 4042,spirits/cocktails,Jack Daniel's,68.75,21.0,Spicy,Medium,global
Gin 4043,spirits/cocktails,Johnnie Walker,69.5,22.0,Citrusy / Sour,High,global
Gin 4044,spirits/cocktails,Glenfiddich,70.25,23.0,Herbal / Floral,High,global
Scotch 4045,spirits/cocktails,Gordon's,71.0,24.0,Smoky,Medium,global
Cognac 4046,wine,Tanqueray,71.75,25.0,Rich / Fruity,High,global
Vodka 4047,spirits/cocktails,Bacardi,72.5,26.0,Dry / Crisp,High,global
Aged Bourbon 4048,spirits/cocktails,Patron,73.25,27.0,Nutty / Woody,Medium,global
Bourbon 4049,spirits/cocktails,Absolut,74.0,28.0,Sweet,High,global
Rye Whiskey 4050,spirits/cocktails,Smirnoff,74.75,29.0,Spicy,High,global
Gin 4051,spirits/cocktails,Moet & Chandon,75.5,30.0,Citrusy / Sour,Medium,global
Gin 4052,spirits/cocktails,La Marca,76.25,31.0,Herbal / Floral,High,global
Scotch 4053,spirits/cocktails,Barefoot,77.0,32.0,Smoky,High,global
Cognac 4054,wine,Robert Mondavi,77.75,33.0,Rich / Fruity,Medium,global
Vodka 4055,spirits/cocktails,Kim Crawford,78.5,34.0,Dry / Crisp,High,global
Aged Bourbon 4056,spirits/cocktails,Crown Royal,79.25,35.0,Nutty / Woody,High,global
Bourbon 4057,spirits/cocktails,Buffalo Trace,80.0,36.0,Sweet,Medium,global
Rye Whiskey 4058,spirits/cocktails,Bulleit,80.75,37.0,Spicy,High,global
Gin 4059,spirits/cocktails,Captain Morgan,81.5,38.0,Citrusy / Sour,High,global
Gin 4060,spirits/cocktails,Don Julio,82.25,39.0,Herbal / Floral,Medium,global
Scotch 4061,spirits/cocktails,Jameson,83.0,5.0,Smoky,High,global
Cognac 4062,wine,Jack Daniel's,83.75,6.0,Rich / Fruity,High,global
Vodka 4063,spirits/cocktails,Johnnie Walker,84.5,7.0,Dry / Crisp,Medium,global
Aged Bourbon 4064,spirits/cocktails,Glenfiddich,85.25,8.0,Nutty / Woody,High,global
Bourbon 4065,spirits/cocktails,Gordon's,86.0,9.0,Sweet,High,global
Rye Whiskey 4066,spirits/cocktails,Tanqueray,86.75,10.0,Spicy,Medium,global
Gin 4067,spirits/cocktails,Bacardi,87.5,11.0,Citrusy / Sour,High,global
Gin 4068,spirits/cocktails,Patron,88.25,12.0,Herbal / Floral,High,global
Scotch 4069,spirits/cocktails,Absolut,89.0,13.0,Smoky,Medium,global
Cognac 4070,wine,Smirnoff,89.75,14.0,Rich / Fruity,High,global
Vodka 4071,spirits/cocktails,Moet & Chandon,90.5,15.0,Dry / Crisp,High,global
Aged Bourbon 4072,spirits/cocktails,La Marca,91.25,16.0,Nutty / Woody,Medium,global
Bourbon 4073,spirits/cocktails,Barefoot,92.0,17.0,Sweet,High,global
Rye Whiskey 4074,spirits/cocktails,Robert Mondavi,92.75,18.0,Spicy,High,global
Gin 4075,spirits/cocktails,Kim Crawford,93.5,19.0,Citrusy / Sour,Medium,global
Gin 4076,spirits/cocktails,Crown Royal,94.25,20.0,Herbal / Floral,High,global
Scotch 4077,spirits/cocktails,Buffalo Trace,95.0,21.0,Smoky,High,global
Cognac 4078,wine,Bulleit,95.75,22.0,Rich / Fruity,Medium,global
Vodka 4079,spirits/cocktails,Captain Morgan,96.5,23.0,Dry / Crisp,High,global
Aged Bourbon 4080,spirits/cocktails,Don Julio,97.25,24.0,Nutty / Woody,High,global
Bourbon 4081,spirits/cocktails,Jameson,8.0,25.0,Sweet,Medium,global
Rye Whiskey 4082,spirits/cocktails,Jack Daniel's,8.75,26.0,Spicy,High,global
Gin 4083,spirits/cocktails,Johnnie Walker,9.5,27.0,Citrusy / Sour,High,global
Gin 4084,spirits/cocktails,Glenfiddich,10.25,28.0,Herbal / Floral,Medium,global
